video_id,title,description,conspirative
2nT5YQdinlw,Egypt was a 15 min city,,True
tDsMF1kicm0,Kendall Jenner Ab Workout (EASY 11 Minute Ab Workout),"Today I am taking you through Kendall Jenner's ab workout! It's an easy 11 minute ab workout you can do in the comfort of your own home, no equipment needed!

We all know Kendall Jenner for her toned abs and she says she loves training abs and this workout is exactly what she does to achieve toned abs!

I hope you enjoyed today's video! Be sure to subscribe for free workout challenges :D

Down below is one of my free workout challenges, go check it out if you're a gym gal!

Let's Get Shredded: https://www.fitbyjennifer.com/lets-get-shredded-12-week-gym-program



_____________________

Follow me on insta: https://www.instagram.com/jenniferaltmannn/?hl=en

Shop my Amazon Store: https://www.amazon.com/shop/jenniferaltmannn?ref_=cm_sw_r_cp_ud_aipsfshop_aipsfjenniferaltmannn_3E6KMMWMH2HN3PW225AQ

Shop my personal fitness apparel: https://fitbeeapparel.com

Download my FREE workout challenges: https://www.fitbyjennifer.com

Shop my favorite supplements and save $$$ with code FITBYJENNIFER https://1upnutrition.com

Shop FlexPro Meals and save 20% off your first order with code FITBYJENNIFER https://www.flexpromeals.com

#fitness #health #workoutvideos #fitnessvideos #workoutchallenges #fitgirl #fit #workoutmotivation #fitnessapparel #gymfits #gymoutfits #healthyrecipes #fatloss #weightloss #musclegain #12weekbodytransformation #kendalljenner #kardashian #abworkout",False
b1Mluaz7jWA,15 Minute City Slickers,"Source:
https://www.podbean.com/eau/pb-qabbk-13d40ca

Matt and Kelly discuss the 15 minute city concept, which not unlike Central Bank Digital Currency, is being slow walked through the door disguised as progress, but which in reality is another form of slavery-- not being hyperbolic.
Tag us on Instagram and go to heaven
As always, if you like what we're doing, let us know on your podcast app by leaving a review or reach out to us on Instagram. And, check out our website for the best subversive shirts, flip-flops, and coffee mugs your money can still buy at libertytreelifestyle.com
Wanna support the show? Go to https://www.patreon.com/libertytree and become a member of the Liberty Tree Social Club
Follow us and give us a review
@Libertyupatree on twitter
@Libertytreebrand on Instagram
Watch the video on YouTube
Order Kelly's Book The Great American Contractor 
Look into a Cold Tub at Kelly Cowan Designs
Love you guys
Kelly and Matt",True
hBxKMRIelK8,15- Minute At Home Boxing Workout,"Set your interval timer for 1-minute rounds and complete 15-minutes 

Rd1. Head movement 
Rd2. Straight punches 
Rd3. Hooks 
Rd4. Uppercuts 
Rd5. Bump all 4 directions 

#boxing #athomeworkout #boxingworkout #boxingconditioning #boxingdrills #huntsvillealabama #madisonalabama",False
7_Bxwx5wKYU,CONTROLE TOTAL! As cidades de 15 minutos da Elite de Davos!,"#rafaelbitencourt #cidade15minutos #davos 
CONTROLE TOTAL! As cidades de 15 minutos da Elite de Davos!
Nosso CONTEÚDO CENSURADO: https://gpre.site/censurado

Hoje vou publicar um conteúdo importante no Geopolítica Premium. Publicaremos a notificação em nosso grupo privado no Telegram. Se você já é membro, fique atento. Se você ainda não faz parte, visite o link acima para entrar.

Entre para nosso grupo no Telegram: https://t.me/+Xm-fG7iUUA9lMjdh",True
4XKJRXORm8E,Jordan Peterson about 15 minute city dystopian plans.,,True
9mpSAWuM-AQ,12 YEAR OLD JASMINE DESTROYS THE 15 MINUTE SMART CITY CONCEPT,"Watch this 12-year-old girl expose and destroy the dystopian reality of 15-minute smart cities proposed and deployed nationwide.

Filmed & Edited  by Doonie (WTF is Going On)
https://www.wtfisgoingonofficial.com/

Support Page 
https://www.buymeacoffee.com/WTFisGoingOn
https://cash.app/%C2%A3wtfisgoingonofficial",True
HJ_wuxhOGXk,15 minute city conspiracy in a nutshell,"#shorts #urbanism #15minutecity #conspiracy #lorax #memes 

I don't own any footage from this video. It is meant purely for entertainment

Got the idea for this while working on script for future video and the idea of '15 minute cities' came up.",False
_qGRY5vAjss,15 minute city | E.ON,Find out how 15 minute cities could contribute to a sustainable energy future in our latest blog:  https://www.eonenergy.com/our-blog/15-minute-city-future-of-sustainable-living.html,False
MrrupmHsu9w,15 minute city explained,#shorts,False
JbSqh4y2ne8,China's 15 minute cities -- coming to a neighborhood near you! #ccp #trudeau #shorts,,True
lyFb__Kp8ZY,The TRUTH over the 15-minute city agenda.,,True
zcW3PF6Kf7c,New 1BHK flat in new building naigaon 15 minute walking from station #propertyforsale,"New 1BHK flat in new building naigaon 15 minute walking from station #propertyforsale 

New 1BHK flat in new building naigaon 15 minute walking from station #propertyforsale 


New 1BHK flat in new building naigaon 15 minute walking from station #propertyforsale 

New 1BHK flat in new building naigaon 15 minute walking from station #propertyforsale 

New 1BHK flat in new building naigaon 15 minute walking from station #propertyforsale 

New 1BHK flat in new building naigaon 15 minute walking from station #propertyforsale 


New 1BHK flat in new building naigaon 15 minute walking from station #propertyforsale 


New 1BHK flat in new building naigaon 15 minute walking from station #propertyforsale 

New 1BHK flat in new building naigaon 15 minute walking from station #propertyforsale 

New 1BHK flat in new building naigaon 15 minute walking from station #propertyforsale 


New 1BHK flat in new building naigaon 15 minute walking from station #propertyforsale 

or more kind of information call for visit 86689 44063

Address:- Agrawal Global City Virar West
FREINDS DOO SUPORT
LIKE WHATCHING VIDEOS
COMMENT HOW,S VIDEOS

SUBSCRIBE MORE UPCOMING VIDEOS 


New 1BHK flat in new building naigaon 15 minute walking from station #propertyforsale 



best 1 & 2bhk FLAT READY FOR CALL FOR MORE INFORMATION 8668944063


New 1BHK flat in new building naigaon 15 minute walking from station #propertyforsale 


Global city,Virar problems,apartments in global city,Yazoo park,Virar rustomjee,Virar club one,Virar arnala beach,jivdani temple,water problem in global city,property in Global city,property in virar,cheapest homes in Mumbai,budget homes in where to get,cheapest rent in,Virar,station global city,Apartments in global city,best property in virar west,virar best property 2022,new flat in virar west,new flat global city,1bhk flat virar west,new flat 2022   ARYAN ENTERPRISES aryan enterprises




CREDITS:- 
Paradise by Luke Bergs | https://soundcloud.com/bergscloud/
Music promoted by https://www.chosic.com/free-music/all/
Creative Commons CC BY-SA 3.0
https://creativecommons.org/licenses/by-sa/3.0/",False
7H03nVTd65E,the real agenda behind es@u 15 minute cities,,True
jCsz_EaN264,15 minute cities Australia,,False
2JjY8My2yOk,15 Minute City - A song by Angry North & Boris's Bitches,"Buy this tune (and Support my work) and 30 other rocking truth tunes over on Bandcamp HERE: https://angrynorthborissbitches.bandcamp.com/track/15-minute-city

Want to learn the lead bit? https://youtu.be/ZrlhMfhktiQ

LYRICS:
What’s in your heads in those test beds? any reality getting through?
Or are you stuck in a daze where they’re A OK, those plans in place for you?
well pretty soon the truth’s gotta hit you, a bolt out of the blue
Will you ask yourself will you wonder, why did we all not warn you?

They’ve been so slow and gradual, so patient training you
They numbed ya and they’ve dumbed ya down, some part of you knows that’s true
Do you care what’s in that contract between the state and you?
While they lock you up and tie you down, why do you let them blindfold you?

Low impact compact living, looks like what’s in store for you
All they say you need it’ll all be there, all laid out for you
Energy and travel only essentials now for you
You don’t have nowhere else you need to be, do you??

Chorus
15 minute city
15 minute life
All that you need within it
What’s not to like?

15 minute city
squeezing your life so tight.
Let’s call it what it is:
You‘ll be in prison, serving life

Verse 2

They spooked you perfectly with their spoof emergency
got to prevent catastrophe, that's their so familiar plea
now the future rests on you good slave, your compliance will be the key
They say you’ll save mother earth and you’ll save humanity

They sell your cage it like it’s so cool, a place you’ll wanna be
fresher air with no pollution, open spaces, greenery,
and the things you’ve hungered so much for they’ll tell you that there’ll be
human closeness and cohesion of something called community,

Your CBDC balance will update incessantly
only grows when you show how submissive you can be -
Passes out they are a privilege, and issued sparingly
They can’t permit you inmates to keep dreaming that you’re free

Chorus 2

15 minute city,
They promise you you’ll like
15 minute city
Your high tech open prison life
15 minute city
You might think it sounds all right
15 minute city
All your rights revoked - it's for the planet, and wildlife

(GUITAR SOLO)

Your keepers they don’t care at all, if you take a view
Just you be grateful, that they pretend, that they’re consulting you
smiling kindly while trapping you, in the eco-zoo
One cup of bugs per day, unless you’ve earned the points for two

Final chorus

15 minute city, 15 minute life
15 minute city, 15 minute life

15 minute city
They count on you to welcome it, not put up any fight
15 minute city
For the planet, You know it’s only right
15 minute city
Shrink that footprint so tight
15 minute city
Your future’s not so bright
15 minute city
looking dark, darker, than shite
15 minute city
Agenda 2030, unfolding in plain sight

So, as you might imagine, this song is about 15 minute cities.  

If YOU like the song, please give us a like, sub, hit the bell, etc. Also, please SHARE it!

If you want to download this song in high quality (and support my work), please do so (along with the others if you want them) over on my Bandcamp page, here: 

https://angrynorthborissbitches.bandcamp.com/

Also, please join me on one of the other platforms! Before I disappear from this one. https://www.bitchute.com/channel/izGNygqz14Sv/
https://odysee.com/@TheCoronabollocksCollective:f

This (with the others) song is on amazon (or will be shortly) and all major streaming platforms - along with my other songs. 

Want to support my freedom and truth music making journey?

DONATE USING A CREDIT / DEBIT CARD OR PAYPAL HERE https://ko-fi.com/angrynorth

DONATE CRYPTO CURRENCIES:
BTC: 1DbucapCFQFd1da2iqPY1Ry7KwWovL9ESK
ETH: 0xBcDE252d69A5da2D6aF3accfFEBE3b2997169956
LTC: LT5MJqqXmcRKGCkfbcSeDP9RoCcKuZo7BU
DOGE: D8mQu8NyzUoLFX6GckhGhtYAgLMU9zZb4wXMR:4AAVz6vNQmENN9t5m9N847T3eh8LXiwJYXRqC65gg4pNXWtyPZAGjUd5FujdypgVqCbarkrRTcuCZZhDUY1FSP6UKUw9y",True
UYm9S8dnlMc,Recunoașterea facială. Forumul Economic Mondial. Orașul de 15 minute,"- Recunoașterea facială. Forumul Economic Mondial. Orașul de 15 minute
- Urmărește TOP 7 LUCRURI DIN BIBLIE DESPRE VIAȚA LA ORAȘ vs VIAȚA LA ȚARĂ aici: https://www.youtube.com/watch?v=7F7h8A1voJQ&t=2s
- Urmărește și KLAUS SCHWAB. ORAȘUL DE 15 MINUTE aici: https://www.youtube.com/watch?v=fvx2p4nXVyA&t=37s
- - Te poți abona aici: https://www.youtube.com/c/OpiniaProduction/videos
- Opinia Production este un storyteller care explorează lumea şi experiența umană din perspectivă creștină. Explorează cu noi! 
#opiniaproduction #forumuleconomicmondial #klausschwab",False
TMbn6NYsOiA,15 minute city truths! (Glastonbury council fight NWO agenda),"https://youtu.be/uIFkEQ8jnFE link to the original vid 🔥🔥

https://youtube.com/@MahyarTousi  like and subscribe",True
hz4Tsz_l5a8,15 Minute Timer Downtown Decorations,15 Minute countdown timer with a picture of a downtown city center with holiday decorations in the background. This timer does not have music. At the end there is a bell that will sound to signal the end of the video.,False
c0NnXJhr2zM,ActuQc : RadioX : Villes 15 Minutes,"MISE EN PLACE D'UN CONFINEMENT CLIMATIQUE
RadioX : Villes 15 Minutes 
_____________________________
À partager avec vos contacts!
Site ActuQc : https://ActuQc.com

Facebook : https://fb.me/ActuQc/
Twitter : https://twitter.com/ActuQc_com
Odysee : https://odysee.com/@ActuQc:2
YouTube: https://www.youtube.com/ActuQc
Telegram : https://t.me/ActuQc_Chat
GETTR : https://www.gettr.com/user/actuqc 

L'actualité de nos médias est insuffisante, l'avis de gens dévouant un temps pour trouver la vérité ne devrait être censurée, voir, détruite par quelques propos choquants venant de nos grands journalistes dépendant d'un gouvernement!

La mission du Site https://ActuQc.com : Offrir l'endroit où vous trouverez de l'actualité centralisée et mise à jour rapidement. La liberté d'expression est notre seule raison d'être, nous y sommes pour vous donner le plus d'information et appuyer l'évolution de nos médias indépendants!",False
BR8pJw76suY,10 Of The World's Most Walkable Cities #shorts,"#shorts 
#bestdestinations 
#bestplaceintheworld 
#besttravelplan 
#travelling",False
TrU8K-XNfnQ,15 Minute Timer | Night Stormy wind in the city | Relax Music,#asmr #travel  #western   #aerialview   #background  #cgi  #motiongraphics #cinematic #relaxingmusic   #sleepmusic #city  #windsounds,False
Fk4ce7l1a_U,15-Minute Cities: Climate-Lockdown Dystopias?,"15-minute cities are a concept that have gained popularity around the world as mayors and city councils try to cut down on the amount of fossil fuels used by city residents. The idea is to have all necessities within a 15-minute commute of a person's home, which would cut down on the need to drive long distances on a daily basis. Sounds great, right? Well, let's just say it's not as rosy as it sounds.

SUPPORT US: 
Locals...............►  https://americauncovered.locals.com
Patreon.............► https://www.patreon.com/americauncovered
Merchandise.....► https://americauncovered.tv/merchandise

SOCIAL:
Facebook...► https://facebook.com/America-Uncovered-1819821761677650/
Instagram..► https://instagram.com/americauncovered
Twitter........► https://twitter.com/USUncovered

OTHER CHANNELS:
China Uncensored ..► https://www.youtube.com/c/ChinaUncensored
China Unscripted ....► https://www.youtube.com/c/ChinaUnscripted
Gamers Unbeaten...►  https://www.youtube.com/channel/UCg5HD5s5DHyhHIi4Xtl9NaA",True
tRGbkkZ-_Uc,CAROLINE FREEDOM: 15 MINUTE CITIES,,True
t93IUaG1X0Q,15MIN CITIES ⚠️WILL NOT BE FUN,they are large population controls,True
7TsrJokjs-U,15 Minute Cities = Smart Penitentaries With IOT Prisoners,,True
cp_Geh5y-kA,Designing Distributed Centers at the Heart of the 15 - Minute City - 7 Minute Highlights,"Digital technologies are impacting all aspects of society and our economy. These digital transformation forces, however, do not guarantee better communities in the future; these technologies only provide us tools to build, not blueprints as to what and where to build. That is our job. I welcome your comments and support.",False
FZ52H_vmBe8,Last minute del 15 gennaio,"🇪🇸 Vila Centric Portaventura
✈️ 21/01, 3g Bologna
🍳 Colazione
💸 Da 210€

🌴 Seabel Alhambra Beach Golf & Spa 4*
✈️ 21/01 3g Roma
🍽 All Inclusive
💸 Da 220€

🏖 Centara Mirage Beach Resort 4*
✈️ 21/01 4g Pisa
🍽 All Inclusive
💸 Da 882€",False
XhNCKeTQK68,¿Tu CIUDAD es una ciudad de 15 MINUTOS?🕒🚶🏻‍♀️,#planetaryhealth#thelastchange#ciudadsostenible#smartcity#shorts#youtube#saludplanetaria#sostenibilidad#ciudad15minutos#15minutescity#urbanismo,False
_Xde3Z9I7yQ,"AMERICA IS FALLING: 15 MINUTE CITIES, DRUGS, AND MIGRANTS",,True
JkdZvEVdR3I,15 MINUTES,,False
wbsbxsf89JM,「15분 도시 실현 방안과 도시 미래상」 국제세미나,"08:14 개회 및 인사 말씀

13:18 발표 1 | 카를로스 모레노 교수(파리 소르본 대학, ETI Chaire의 공동 의장)
Urban Futures - the proximity revolution
An introduction to the 15-minute city concept

1:02:28 발표 2 | 나세훈 센터장(성동구청 빅데이터센터)
성동형 15분 도시 구현을 위한 빅데이터 분석

1:21:52 발표 3 | 홍성조 교수(충북대학교, 청주시 일상 생활권계획 구축 연구책임자)
청주시 일상생활권 계획 사례

1:46:30 질의응답 및 자유토론",False
31vXFYc7xaM,The 15-Minute Cities Conspiracy (with Adam Something),"The 15-minute cities conspiracy has almost nothing to do with urban planning, and everything to do with climate change denialism. Urban planning has just become the latest topic to get caught up in the culture war.

Relevant articles & links:

  * https://www.desmog.com/2023/02/16/revealed-the-science-denial-network-behind-oxfords-climate-lockdown-backlash/
  * https://www.euronews.com/green/2023/02/21/what-is-a-15-minute-city-the-eco-concept-that-has-been-jumped-on-by-conspiracy-theorists
  * https://twitter.com/AdamBarnett13/status/1626188798269747201
  * https://twitter.com/davidrvetter/status/1626962580190248961



Support the Urbanist Agenda by signing up to Nebula (with a $20 discount): https://go.nebula.tv/agenda

Not Just Bikes: https://youtube.com/@notjustbikes

Adam Something: https://youtube.com/@adamsomething

See Privacy Policy at https://art19.com/privacy and California Privacy Notice at https://art19.com/privacy#do-not-sell-my-info.",False
SPjy3MjqVPM,WEF 2023: You don't need a car in a 15-minute city.,Bastien Girod (Member of the Swiss National Council) breaks down the need for 15-minute smart neighborhoods or as he called them sustainable districts so that way people don't need to own a car.,True
FRQfU1hmD7c,"10^ edition INTERNATIONAL CONFERENCE “LIVING PROXIMITY - THE CITY OF 15 MINUTES""","SYLVIA LABEQUE - Director of the Syndicat du SCot del l'aire métropolitaine bordelaise “Bordeaux, métropole bio régionale, métropole bioclimatique”",False
6-KXzt2MWgk,10-Minute City Snowfall Ambience - Calm Winter Streets,"Immerse yourself in the tranquil beauty of a winter wonderland with our Snow Ambience video. This enchanting footage captures the essence of a snowy landscape, featuring softly falling snowflakes, pristine white landscapes, and the soothing sounds of winter. Let the gentle crunch of snow underfoot and the hushed whispers of the wind transport you to a serene and peaceful realm. Whether you use it for relaxation, meditation, or as a calming backdrop, this video provides a visual and auditory escape into the magic of snow-covered scenes. Experience the serene ambiance of winter from the comfort of your own space, and let the subtle beauty of snowflakes create a moment of tranquility in your day.

#Winter, #WinterSounds , #Snow , #SnowSounds , #SnowAmbience ,  #Relaxing , #Nature , #NatureSounds , #SoundsForSleep, #Sleep, #StressReleiving , #Ambience, #Background, #BackgroundSounds, #AmbienceAndNature , #WinderWonderland, #SnowyVibes #UrbanSnowfall , #PeacefulWinter , #SnowStorm , #SleepSounds, #Meditation , #Calm , #Zen 

Video Credit: Blizzard Of Snow In A Deserted Road By Gusat Silviu From www.pexels.com 

Sound Credit: Cold Blizzard Snow Storm , Strong Wind 2 By ZapSplat from www.zapsplat.com 

If you enjoyed this video check out our similar content and like, comment, and subscribe. 

https://youtu.be/x49WdwTjaUU?si=5brM_6A_F4qSUBPI
https://youtu.be/aNaWkfI1J3M?si=fox-8TbG1Gd_2UnU",False
nq0AfXF94DE,15 Minute Cities And State Sponsored Digital Currency,"Discussing about “15 Minute Cities,” and State-Sponsored Digital Currency with Special Guest-Maya Chandi.

#digitalcurrency #15minutecities #metaverse #philosophy #statesponsoredcryptocurrency #crypto #ubi #technophilosophy #futurist #consciousness #technology #braincomputerinterface #neuralink #socialphysics #emotionalsurveillancesoftware #braintransperancy #banks 

Emotional Surveillance Software 
Brain Transparency
Dystopia 
Banks
Cashless Society 
Synthetic Beef 
Climate Change",True
LXAlMdM7TEo,15 minute SHITIES!,,True
yOmRKIh7Xj4,"THE MAKING OF THE SMART CITY, COMING TO YOUR NEIGHBORHOODS",,True
yNy6O5akmAQ,ottawa spends 57billion $ in 15 minutes,,True
dHCvSKUT-3w,15 Min Cities 'You're Gonna Have to Break the Rules',"Debbie highlights the consequences of 15 minute cities here in this informative speech.  Many don't realise the end of cars will mean the end of trade, financial independence and our towns and cities themselves as we know them.  Ghost towns are coming that you won't want to walk down let alone live in.
Debbie also promotes the protest going on in Oxford against 15 minte cities. It's this saturday 18th and I'll be streaming there from 1pm so long as Oxford's new traffic problems allow my lift to get me there on time!!!  We'll see.  Speakers include Debbie and Mark Devlin.

DONATIONS: https://gogetfunding.com/save-my-speech/

IMMUNE SYSTEM HEALTH GUIDE; https://www.dropbox.com/sh/i96ykd5486khksm/AACw1OQCn_2641o6QKSMxZYaa?dl=0

#protest#oxford#15#minute#cities#freedom#rights#humanrights#traffic#community",True
jn34_iT-r3k,Edmonton: 15 Minute City?,"Edmonton: 15 minute city? 
#Edmonton15MinuteCity #Netzero #C40citiesclimateleadershipgroup #Citynewsedmonton #Coinbureau
 #CityofEdmonton #Carlosmoreno15minutecity #c40 #edmontonalberta #edmontoncanada #livinginedmonton #netzeroemissions #movingtoedmonton #Greenenergyfutures #Canterburyuk #movetoedmonton #urbanplanning #edmontonrealestate #lifeinedmonton #edmontonalbertacanada  #climatechange

Green Energy Futures:
https://youtu.be/pzxsmAqMMH4

COIN BUREAU:
https://youtu.be/-VH11YOwPY4

City News Edmonton:
https://youtu.be/DgE0NiX7XBQ

City of Edmonton:
https://youtu.be/EwJ33P3o6cc

GB News Neil Oliver:
https://youtu.be/DZgcOj47ToE

TikTok: BANNED @ 29K 
Rumble: https://rumble.com/user/RedBeardsWorld
Wealthsimple:
RedBeard is inviting you to join, with their code LKDFUA. Use the link below, and get TWO free stocks to trade 🙌 https://my.wealthsimple.com/app/public/trade-referral-signup?code=LKDFUA",False
llAq1cv0nkM,Are 15-minute Cities Sustainable? 👀♻️ #shorts #sustainability,,False
ev_1TgANcvg,WED Live: House passes the rules package. What it means plus 15 minute cities breakdown.?,"So the House of representatives passe dthe demanded rules package on Monday and we will discuss what that means for conservatives as well as go over the 15 minute city concept being implemented in Oxford why it is so creepy.
Additional Streams
YouTube: www.Youtube.com/thepatriotthinktank
Rumble: www.Rumble.com/c/patriotthinktank
Facebook: www.facebook.com/thepatriotthinktank
Twitch: https://www.twitch.tv/thepatriotthinktank

Follow us on Twitter @thePatrioThinkTank",True
09Fk4cGHidg,15 Minute Cities Part 2,"#GlobalDiplomacy            #BorderSecurity
#ClimateAccord                #TradeAlliance
#RegionalStability           #ForeignRelations
#InternationalLaw            #MigrationPolicy
#EconomicSanctions       #SecurityCouncil
#HumanRightsWatch         #StrategicPartnerships
#PeacekeepingMissions   #CrossBorderTrade
#GeopoliticalAnalysis   #WorldLeadership",False
uytxfGf5vxo,"What's problem with ""15 Minute Cities"", LTNs, ULEZ expansion?","What's problem with LTNs, ""15 Minute Cities"", ULEZ expansion?

All over UK, elected ""representatives"" are ignoring public

Public say NO in ""consultations""

But local authorities earn money, & push on anyway

Citizens in Ealing got 7 LTNs scrapped

We're organising local supporters

Get updates:
https://togetherdeclaration.org/free-our-streets",True
Paqs8_Y7ohk,Life in a 15 Minute City,"We want information, information, information
Who are you?
The new number 2
Who is number 1?
You are number 6
I am not a number, I am a free man!

China is the model in which the rest of the world will follow.
Canada is next, are you prepared to live in a dystopian nightmare?


https://www.timomalum.com/15-minute-cities-are-prisons-in-disguise
https://www.spiked-online.com/2022/10/25/the-madness-of-the-15-minute-city/




https://rumble.com/user/TruthNTime


** FAIR USE **

Title 17 U.S.C. code 107 - FAIR USE NOTICE:

Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.
This video and channel in general may contain certain copyrighted works that were not specifically authorized to be used by the copyrighted holder(s), but which we trust in good faith are protected by federal & similar Worldwide law(s) and their fair use doctrine for one of the reasons noted above.
This video may contain copyrighted material. Such material is made available for entertainment purposes only. This constitutes a 'fair use' of any such copyrighted material as provided for in Title 17 U.S.C. section 106A-117 of the U.S. Copyright Law.
Under section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, teaching, education, scholarship and research. Fair use is a use permitted by the copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.

Legal Items: -All footage taken falls under ''fair use'' of the Digital Millennium Copyright Act (1998). Therefore, no breach of privacy or copyright has been committed. -FAIR USE STATEMENT This video may contain copyrighted material the use of which has not been specifically authorized by the copyright owner. This material is being made available within this trans-formative or derivative work for the purpose of education, commentary and criticism, is being distributed without profit, and is believed to be ""fair use"" in accordance with Title 17 U.S.C. Section 107 Under the Copyright Act , the fair use of copyrighted material without permission is allowed when used for the following purposes: Criticism; Comment; News Reporting; Teaching (includes making copies for use in the classroom); Scholarship and research; Parody;",True
dFeECItoxNw,JOE ROGAN DOES NOT LIKE '15 MINUTE CITIES',"Taken from Random Show #143: https://www.youtube.com/live/2ZVujFc-qNM?si=XnYjQNTPcqkYQ5aG

Support the Patreon https://www.patreon.com/agostinho

#urbanplanning #15minutes 
---
▶Cash App $AgostinhoZinga
▶Donate Link https://streamlabs.com/agostinho079/tip

▶Instagram https://www.instagram.com/agostinhozinga
▶Twitter https://twitter.com/agostinhozinga
▶SoundCloud https://soundcloud.com/handsomeblackman

▶Subscribe to the Podcast on Apple https://apple.co/3a1uT25
▶Subscribe to the Podcast on Spotify https://spoti.fi/3mFNvd4

▶Website http://www.agostinhozinga.com",True
7_2zvrQ1m4k,Neighborhood Lockdown. 15 Minute Cities.,"Join this channel and become a part of this community by clicking the link below:
https://www.youtube.com/channel/UCi48HTzH8Y9bPr9axCW4lqQ/join
You can support our work: 00DEZZ CAPITEC Savings No 1713086113 Code 470010.
Book for our workshops/presentations at bookings@ohmega.org.za
Social Media Links below:
Official Telegram Channel - https://t.me/DEZZandLauren
Facebook Page - https://www.facebook.com/DEZZandLauren
Facebook Group - https://www.facebook.com/groups/228064335978668
Twitter Link - https://twitter.com/00DEZZ",True
3NachBPG83Q,A UNIQUE PERSPECTIVE ON WHAT IT WILL BE LIKE LIVING IN A 15 MINUTE CITY.,"“THE END OF SOVEREIGNTY” #theendofsovereignty
https://youtu.be/pMQJWdlYAoY

DC RED Platform Links
https://youtube.com/@DC_RED
TW: #DcRed8
IG: #DcRed8
RUMBLE:BecauseYouShouldKnow
BITCHUTE: #because_you_should_know
DC RED Platform Links
https://youtube.com/@DC_RED
https://twitter.com/DcRed8
https://instagram.com/dcred8/
https://rumble.com/user/BecauseYouShouldKnow
https://www.bitchute.com/channel/hiBS43pNAbBk/
https://www.bitchute.com/accounts/referral/because_you_should_know/
https://odysee.com/@DC_RED:7
#Dc_Red #DcRed8
#ArtisticMessenger
#DontArgueResearch
#BecauseYouShouldKnow
#DontArgue_Research
#Rethink #MindControl 
#OperationReThink
#CognitiveDissonance
#theendofsovereignty",True
CzIx88f5AYI,"Density Matters, So Let's Make Every City a 5-Minute City (Not 15)","Get Nebula using my link for 40% off an annual subscription: https://go.nebula.tv/citynerd

Watch the Nebula exclusive, Great Cities: Central Park: https://nebula.tv/videos/citybeautiful-the-brilliant-design-of-new-yorks-central-park?ref=citynerd

If you're anything like me, you're already tired of how the ""15-minute city"" idea has been co-opted into the culture wars. It's really this simple: all things being equal, having more stuff that you need and want on a day-to-day basis within a reasonable walking distance is better than not having it. I suppose whatever argument there is is over what ""all things being equal"" consists of.

Today I take you on a tour of Valencia, Spain, and talk about how Valencians enjoy something more like a 5-minute city, probably without thinking about it (or even considering it argument-worthy) at all. Hope you enjoy!

----------

CityNerd is now available on Nebula -- streaming ad-free, along with lots of other great creators! Discount for signing up at my channel:
https://go.nebula.tv/citynerd

----------

Patreon - a way to directly support continuing CityNerd output! Thanks to all who have signed up so far.
https://www.patreon.com/CityNerd

----------

Instagram: @nerd4cities
Mastodon: @nerd4cities@mstdn.social
Twitter: @nerd4cities

----------

Previous CityNerd Videos Referenced:
- Pickup Truck Madness: https://youtu.be/aIy5uv5-VrE

----------

Resources:
- Adam Something on US vs European suburbs: https://youtu.be/mV6ZENGko1I
- Not Just Bikes on why suburbs are a scam: https://youtu.be/7IsMeKl-Sv0
- Climate Town on suburban housing sucking: https://youtu.be/SfsCniN7Nsc
- https://www.weforum.org/agenda/2021/07/flats-houses-types-housing-europe/
- https://en.wikipedia.org/wiki/Falles
- https://www.oregonmetro.gov/sites/default/files/2021/04/21/Concept2040_09042020.pdf
- https://www.seattle.gov/documents/departments/opcd/ongoinginitiatives/seattlescomprehensiveplan/urbanvillageelement.pdf

----------

Images
- Special thanks to Patrons Calvin, Conderoga, and Isaac for the NY trash pics!
- US Flag Public Domain, https://en.wikipedia.org/w/index.php?curid=33285428
- Spain Flag By RelShot 263, Echando una mano - Own work, Public Domain, https://commons.wikimedia.org/w/index.php?curid=99805564
- Falles tweet by Valencia mayor Joan Ribo https://twitter.com/joanribo/status/1632011693055266816?s=43&t=aaWm_OO5NIelsnd8FRPr4Q

----------

Music:
CityNerd background: Caipirinha in Hawaii by Carmen María and Edu Espinal (YouTube music library)

----------

Business Inquiries: thecitynerd@nebula.tv",False
Rny8HHzLtIU,"DW Verifica la ""ciudad de los 15 minutos""","El concepto urbanístico que intentan impulsar decenas de ciudades en el mundo propone que la mayoría de las necesidades y servicios de los ciudadanos estén a distancias menores a 15 minutos. A pie, bicicleta o tranporte público. Sin vehiculos particulares. Los detractores de esta propuesta consideran que es una nueva forma de confinamiento impulsada por las grandes élites mundiales. #DWVerifica los argumentos.",False
